Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN03631,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,80.0,0,4/4/2018,Canceled
INN03632,2,0,1,2,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,180.0,2,10/17/2018,Not_Canceled
INN03633,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,130.0,0,6/7/2018,Canceled
INN03634,2,0,0,4,Not Selected,0,Room_Type 1,15,Offline,0,0,0,58.35,1,9/9/2017,Not_Canceled
INN03635,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,224.67,0,9/23/2017,Canceled
INN03636,2,0,0,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,88.0,1,2/12/2018,Not_Canceled
INN03637,2,0,1,3,Not Selected,0,Room_Type 1,120,Online,0,0,0,89.25,1,5/2/2018,Canceled
INN03638,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,201.0,2,3/23/2018,Not_Canceled
INN03639,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,79.0,1,12/17/2017,Not_Canceled
INN03640,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,87.5,0,9/24/2017,Not_Canceled
INN03641,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,72.24,1,10/26/2017,Not_Canceled
INN03642,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,0,40.0,0,11/15/2018,Not_Canceled
INN03643,2,0,2,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,143.45,2,7/8/2018,Not_Canceled
INN03644,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,114.3,1,7/7/2018,Not_Canceled
INN03645,2,0,1,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,79.2,0,12/24/2018,Canceled
INN03646,2,0,1,1,Meal Plan 1,0,Room_Type 4,196,Online,0,0,0,122.4,0,10/8/2018,Canceled
INN03647,1,0,3,5,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,110.0,0,5/29/2018,Not_Canceled
INN03648,2,0,0,3,Meal Plan 2,0,Room_Type 1,71,Offline,0,0,0,126.0,1,5/10/2018,Not_Canceled
INN03649,2,0,1,3,Not Selected,0,Room_Type 1,169,Online,0,0,0,89.25,1,7/25/2018,Not_Canceled
INN03650,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,87.3,1,4/5/2018,Not_Canceled
INN03651,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,90.0,2,8/24/2017,Not_Canceled
INN03652,3,0,2,1,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,159.3,0,5/7/2018,Canceled
INN03653,2,0,2,1,Not Selected,0,Room_Type 1,45,Online,0,0,0,125.1,1,9/18/2018,Not_Canceled
INN03654,2,0,0,4,Not Selected,0,Room_Type 1,319,Online,0,0,0,63.75,0,11/29/2018,Canceled
INN03655,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,76.5,0,6/19/2018,Not_Canceled
INN03656,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,100.0,1,10/2/2017,Not_Canceled
INN03657,2,0,2,2,Meal Plan 1,0,Room_Type 4,167,Online,0,0,0,122.4,0,10/1/2018,Canceled
INN03658,3,0,2,0,Meal Plan 1,0,Room_Type 4,135,Online,0,0,0,162.0,2,9/25/2018,Not_Canceled
INN03659,2,0,0,4,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,90.0,2,11/2/2018,Canceled
INN03660,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,127.0,2,10/1/2018,Canceled
INN03661,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,0,85.0,0,12/2/2018,Not_Canceled
INN03662,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,120.0,0,9/29/2018,Not_Canceled
INN03663,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,11/20/2017,Not_Canceled
INN03664,2,0,1,3,Meal Plan 2,0,Room_Type 1,195,Online,0,0,0,106.25,2,12/1/2018,Not_Canceled
INN03665,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,115.0,1,6/15/2018,Canceled
INN03666,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,94.35,2,10/23/2018,Not_Canceled
INN03667,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,6/8/2018,Not_Canceled
