Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN29030,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,Corporate,1,0,1,110.0,0,9/21/2018,Not_Canceled
INN29031,2,0,2,4,Meal Plan 1,0,Room_Type 1,164,Online,0,0,0,99.45,0,7/6/2018,Canceled
INN29032,3,0,1,0,Meal Plan 1,0,Room_Type 4,106,Online,0,0,0,140.0,2,12/25/2018,Canceled
INN29033,2,0,1,1,Not Selected,0,Room_Type 1,231,Online,0,0,0,94.5,0,8/27/2018,Canceled
INN29034,2,0,2,1,Meal Plan 1,0,Room_Type 1,132,Offline,0,0,0,72.25,0,7/17/2018,Not_Canceled
INN29035,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124.0,0,8/21/2017,Canceled
INN29036,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,62.37,0,12/8/2017,Not_Canceled
INN29037,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,2/28/2018,Canceled
INN29038,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,7/21/2018,Canceled
INN29039,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,Offline,0,0,0,94.5,0,8/15/2017,Canceled
INN29040,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,113.4,1,11/18/2017,Not_Canceled
INN29041,1,0,2,2,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,2/28/2018,Canceled
INN29042,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled
INN29043,2,0,0,1,Meal Plan 1,0,Room_Type 5,7,Corporate,1,0,3,109.0,0,10/26/2018,Not_Canceled
INN29044,1,0,0,1,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,10/11/2018,Canceled
INN29045,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,Offline,0,0,0,52.0,0,11/25/2018,Canceled
INN29046,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,145.0,1,5/8/2018,Not_Canceled
INN29047,2,0,1,1,Meal Plan 1,1,Room_Type 2,42,Online,0,0,0,91.5,0,12/28/2017,Not_Canceled
INN29048,3,0,0,2,Meal Plan 1,0,Room_Type 4,116,Online,0,0,0,137.7,1,7/14/2018,Not_Canceled
INN29049,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,65.0,0,12/9/2018,Not_Canceled
INN29050,2,0,1,2,Meal Plan 1,0,Room_Type 1,82,Offline,0,0,0,38.67,0,3/28/2018,Not_Canceled
INN29051,2,0,1,2,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,112.0,0,11/4/2018,Not_Canceled
INN29052,2,0,0,5,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.46,1,2/23/2018,Not_Canceled
INN29053,3,0,1,3,Meal Plan 2,0,Room_Type 4,137,Online,0,0,0,198.0,0,8/8/2018,Canceled
INN29054,2,0,0,4,Meal Plan 1,0,Room_Type 1,126,Online,0,0,0,76.58,1,5/4/2018,Not_Canceled
INN29055,1,0,2,6,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,64.75,0,2/27/2018,Canceled
INN29056,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,99.9,2,6/20/2018,Not_Canceled
INN29057,2,0,0,1,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,131.0,0,12/9/2018,Not_Canceled
INN29058,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,10/14/2018,Canceled
