Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN10890,3,0,2,5,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,128.29,1,2/12/2018,Canceled
INN10891,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,1,11,5,75.0,0,1/15/2018,Not_Canceled
INN10892,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115.0,0,4/19/2018,Canceled
INN10893,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018,Canceled
INN10894,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,55.8,1,12/11/2017,Not_Canceled
INN10895,2,1,0,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,152.1,1,8/9/2018,Not_Canceled
INN10896,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,Online,0,0,0,73.95,0,12/1/2018,Canceled
INN10897,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,70.0,0,12/27/2018,Not_Canceled
INN10898,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,122.0,2,8/17/2017,Not_Canceled
INN10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,Corporate,0,0,0,65.0,0,9/22/2017,Not_Canceled
INN10900,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,110.46,1,8/22/2018,Not_Canceled
INN10901,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,94.5,2,10/6/2017,Not_Canceled
INN10902,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,65.67,1,4/11/2018,Not_Canceled
INN10903,2,0,0,3,Meal Plan 1,0,Room_Type 2,57,Online,0,0,0,82.44,1,12/8/2018,Not_Canceled
