Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN12704,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,10/16/2017,Not_Canceled
INN12705,3,0,2,2,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,179.5,0,3/26/2018,Canceled
INN12706,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,0.0,1,4/18/2018,Not_Canceled
INN12707,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,72.75,0,4/17/2018,Not_Canceled
INN12708,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,10/11/2018,Canceled
INN12709,2,0,1,2,Not Selected,0,Room_Type 1,155,Online,0,0,0,94.5,0,8/22/2018,Canceled
INN12710,2,0,1,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,97.0,1,1/16/2018,Not_Canceled
INN12711,1,0,0,2,Meal Plan 1,0,Room_Type 1,167,Offline,0,0,0,78.2,0,10/5/2018,Canceled
INN12712,2,2,0,3,Meal Plan 1,0,Room_Type 6,22,Online,0,0,0,221.0,0,6/16/2018,Canceled
INN12713,2,0,0,2,Meal Plan 1,0,Room_Type 1,225,Online,0,0,0,96.3,0,8/12/2018,Canceled
INN12714,2,0,1,4,Meal Plan 1,0,Room_Type 4,110,Online,0,0,0,149.4,1,9/21/2018,Canceled
INN12715,2,1,2,5,Meal Plan 1,0,Room_Type 1,132,Online,0,0,0,114.75,2,7/2/2018,Canceled
INN12716,2,0,1,4,Meal Plan 1,0,Room_Type 1,183,Offline,0,0,0,112.0,1,8/3/2018,Canceled
INN12717,2,0,1,3,Meal Plan 1,0,Room_Type 2,102,Online,0,0,0,77.78,1,4/14/2018,Not_Canceled
INN12718,2,1,1,3,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,108.8,2,3/21/2018,Not_Canceled
INN12719,2,0,0,2,Not Selected,0,Room_Type 1,44,Online,0,0,0,93.6,1,6/1/2018,Not_Canceled
INN12720,1,0,1,3,Not Selected,0,Room_Type 1,87,Offline,0,0,0,85.0,0,5/26/2018,Not_Canceled
INN12721,2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,79.0,0,2/14/2018,Canceled
INN12722,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,105.3,1,4/19/2018,Not_Canceled
INN12723,2,1,2,3,Meal Plan 1,0,Room_Type 6,69,Online,0,0,0,153.05,1,10/16/2018,Not_Canceled
INN12724,2,0,2,0,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,121.5,0,5/29/2018,Canceled
INN12725,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,0,0,0,67.0,0,12/30/2017,Not_Canceled
INN12726,2,0,0,3,Meal Plan 1,0,Room_Type 4,313,Online,0,0,0,91.8,1,12/1/2018,Canceled
INN12727,2,0,1,3,Meal Plan 1,1,Room_Type 1,17,Online,0,0,0,133.0,1,9/21/2017,Not_Canceled
INN12728,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100.0,1,5/2/2018,Not_Canceled
INN12729,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,10/23/2018,Canceled
INN12730,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,9/30/2018,Canceled
INN12731,2,1,0,2,Meal Plan 1,0,Room_Type 1,157,Online,0,0,0,121.5,2,7/14/2018,Canceled
INN12732,2,2,2,3,Meal Plan 1,0,Room_Type 6,18,Online,0,0,0,169.0,0,1/15/2018,Not_Canceled
INN12733,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled
INN12734,2,0,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,184.0,1,9/21/2018,Not_Canceled
INN12735,2,0,1,5,Meal Plan 1,0,Room_Type 1,123,Online,0,0,0,119.85,1,6/7/2018,Not_Canceled
INN12736,2,1,1,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,194.85,0,8/15/2018,Canceled
INN12737,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,6/8/2018,Not_Canceled
INN12738,2,0,2,1,Not Selected,0,Room_Type 1,17,Offline,0,0,0,85.0,0,10/9/2018,Not_Canceled
INN12739,3,0,5,12,Meal Plan 1,0,Room_Type 4,208,Online,0,0,0,150.45,0,9/12/2018,Canceled
INN12740,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,80.0,0,11/9/2017,Not_Canceled
INN12741,0,2,2,3,Meal Plan 1,0,Room_Type 2,247,Online,0,0,0,67.26,1,12/24/2018,Not_Canceled
INN12742,1,0,0,2,Not Selected,0,Room_Type 1,13,Online,0,0,0,104.0,0,4/26/2018,Not_Canceled
INN12743,1,0,0,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,120.0,0,11/2/2018,Not_Canceled
INN12744,2,0,0,2,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,127.8,0,4/15/2018,Canceled
INN12745,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,99.5,2,11/22/2018,Not_Canceled
INN12746,2,0,2,2,Meal Plan 1,0,Room_Type 1,75,Offline,0,0,0,60.0,0,2/20/2018,Not_Canceled
INN12747,2,0,0,2,Not Selected,0,Room_Type 1,70,Online,0,0,0,67.5,1,3/9/2018,Canceled
INN12748,3,0,0,1,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,157.27,1,10/15/2018,Not_Canceled
INN12749,2,0,1,1,Not Selected,0,Room_Type 1,268,Online,0,0,0,95.4,0,10/1/2018,Canceled
INN12750,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,76.0,0,2/27/2018,Not_Canceled
INN12751,2,1,0,2,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,137.7,1,7/28/2018,Not_Canceled
INN12752,2,0,2,0,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,90.9,1,10/30/2018,Canceled
INN12753,1,0,2,2,Meal Plan 1,0,Room_Type 1,18,Corporate,0,0,0,190.0,0,9/26/2017,Not_Canceled
INN12754,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,11/20/2017,Not_Canceled
INN12755,3,0,2,2,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,142.2,0,7/10/2018,Not_Canceled
INN12756,3,0,0,2,Meal Plan 1,0,Room_Type 5,48,Offline,0,0,0,175.0,0,9/14/2018,Not_Canceled
INN12757,2,0,0,3,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,87.3,2,3/10/2018,Not_Canceled
INN12758,2,0,1,4,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,73.95,0,3/7/2018,Canceled
INN12759,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,148.5,0,7/9/2018,Canceled
INN12760,2,0,5,15,Not Selected,0,Room_Type 1,22,Online,0,0,0,71.2,0,1/25/2018,Not_Canceled
INN12761,2,2,2,3,Meal Plan 1,0,Room_Type 6,155,Online,0,0,0,148.58,1,12/29/2018,Canceled
INN12762,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,120.91,2,11/4/2018,Not_Canceled
INN12763,3,0,2,2,Meal Plan 1,0,Room_Type 4,255,Online,0,0,0,123.75,0,12/30/2018,Not_Canceled
INN12764,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,91.0,1,2/13/2018,Not_Canceled
INN12765,2,0,0,5,Meal Plan 2,0,Room_Type 1,26,Online,0,0,0,90.44,0,3/1/2018,Not_Canceled
