Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN21774,2,1,2,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,80.3,1,2/5/2018,Not_Canceled
INN21775,3,0,1,2,Meal Plan 2,0,Room_Type 4,91,Online,0,0,0,195.0,2,7/18/2018,Not_Canceled
INN21776,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,Online,0,0,0,105.3,2,4/22/2018,Not_Canceled
INN21777,1,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,119.0,0,5/25/2018,Not_Canceled
INN21778,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,105.3,1,4/11/2018,Not_Canceled
INN21779,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,91.0,2,11/16/2017,Not_Canceled
INN21780,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,Offline,0,0,0,70.0,1,4/9/2018,Not_Canceled
INN21781,3,0,2,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,90.2,1,2/7/2018,Not_Canceled
INN21782,2,0,0,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,99.0,1,7/29/2018,Not_Canceled
INN21783,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,90.0,0,10/19/2017,Not_Canceled
INN21784,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,5/13/2018,Canceled
INN21785,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Offline,0,0,0,107.0,0,9/26/2018,Canceled
INN21786,1,0,2,0,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,125.1,1,10/2/2018,Not_Canceled
INN21787,2,0,0,1,Not Selected,0,Room_Type 1,81,Online,0,0,0,116.1,0,5/7/2018,Not_Canceled
INN21788,3,0,3,6,Meal Plan 1,0,Room_Type 4,92,Online,0,0,0,148.7,2,7/18/2018,Not_Canceled
INN21789,2,0,2,6,Meal Plan 1,0,Room_Type 1,249,Offline,0,0,0,89.75,0,10/14/2018,Not_Canceled
INN21790,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,0.0,0,10/23/2017,Not_Canceled
INN21791,2,0,0,4,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,104.61,1,5/31/2018,Not_Canceled
INN21792,1,0,2,1,Not Selected,0,Room_Type 1,116,Online,0,0,0,79.2,2,12/17/2018,Not_Canceled
INN21793,1,0,1,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,109.25,3,9/17/2017,Not_Canceled
INN21794,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,8/18/2018,Canceled
INN21795,2,0,2,2,Meal Plan 1,0,Room_Type 2,231,Online,0,0,0,100.3,1,9/11/2018,Canceled
INN21796,2,0,2,5,Not Selected,0,Room_Type 1,15,Online,0,0,0,77.35,2,11/22/2018,Canceled
INN21797,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled
INN21798,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,100.75,0,10/16/2018,Canceled
INN21799,3,0,0,3,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,140.7,1,4/13/2018,Not_Canceled
INN21800,1,0,2,4,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,79.0,0,11/13/2018,Canceled
INN21801,2,0,2,3,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,66.0,0,1/24/2018,Not_Canceled
INN21802,1,0,1,2,Not Selected,0,Room_Type 1,24,Online,0,0,0,137.83,1,11/7/2018,Not_Canceled
INN21803,2,1,0,1,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,125.0,2,11/19/2018,Not_Canceled
INN21804,3,0,2,4,Meal Plan 1,0,Room_Type 4,200,Offline,0,0,0,115.6,0,9/24/2018,Canceled
INN21805,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,72.25,1,8/15/2018,Not_Canceled
INN21806,2,0,0,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,79.0,0,2/12/2018,Canceled
INN21807,2,0,2,2,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,104.4,2,10/28/2018,Not_Canceled
INN21808,2,0,2,2,Meal Plan 1,0,Room_Type 1,242,Online,0,0,0,72.25,1,11/22/2017,Not_Canceled
INN21809,1,0,0,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,123.5,0,10/26/2018,Not_Canceled
INN21810,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,9/26/2018,Canceled
INN21811,3,0,0,1,Meal Plan 1,0,Room_Type 4,163,Online,0,0,0,159.3,0,9/23/2018,Canceled
INN21812,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,95.0,0,9/25/2018,Not_Canceled
INN21813,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,96.0,0,5/3/2018,Not_Canceled
INN21814,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,140.13,1,9/7/2018,Not_Canceled
INN21815,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,85.0,0,4/19/2018,Not_Canceled
INN21816,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,129.6,2,9/24/2018,Canceled
INN21817,2,1,1,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,120.0,0,2/6/2018,Not_Canceled
INN21818,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,145.0,1,9/22/2017,Not_Canceled
INN21819,2,2,1,2,Meal Plan 1,0,Room_Type 2,62,Online,0,0,0,139.05,0,3/11/2018,Canceled
INN21820,3,0,2,5,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,133.69,0,7/9/2018,Canceled
INN21821,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,86.0,0,2/25/2018,Not_Canceled
INN21822,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,70.0,0,10/7/2017,Not_Canceled
INN21823,2,0,1,4,Meal Plan 1,1,Room_Type 4,0,Complementary,0,0,0,0.0,1,9/21/2018,Not_Canceled
INN21824,2,0,0,4,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,88.4,2,12/7/2018,Not_Canceled
