Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN05446,1,0,1,4,Meal Plan 1,0,Room_Type 7,29,Online,0,0,0,279.2,1,9/28/2018,Canceled
INN05447,3,0,2,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,187.0,2,7/3/2018,Not_Canceled
INN05448,2,0,2,2,Meal Plan 1,0,Room_Type 1,208,Offline,0,0,0,80.24,2,6/11/2018,Not_Canceled
INN05449,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,126.9,1,5/14/2018,Not_Canceled
INN05450,2,0,1,3,Not Selected,0,Room_Type 1,52,Online,0,0,0,89.25,1,4/11/2018,Not_Canceled
INN05451,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110.0,0,11/1/2018,Canceled
INN05452,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,122.5,1,12/30/2017,Not_Canceled
INN05453,2,0,1,4,Meal Plan 2,0,Room_Type 1,49,Online,0,0,0,145.61,1,12/28/2017,Not_Canceled
INN05454,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,1,1,65.0,0,1/18/2018,Not_Canceled
INN05455,2,0,1,3,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,106.0,1,11/9/2017,Not_Canceled
INN05456,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,76.5,1,7/1/2017,Canceled
INN05457,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,59.5,0,3/24/2018,Not_Canceled
INN05458,2,0,2,5,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85.0,0,10/17/2018,Not_Canceled
INN05459,1,0,2,1,Meal Plan 1,0,Room_Type 1,52,Offline,0,0,0,37.33,0,12/5/2017,Not_Canceled
INN05460,2,2,1,3,Meal Plan 1,0,Room_Type 6,43,Online,0,0,0,186.4,1,3/24/2018,Not_Canceled
INN05461,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,5/31/2018,Canceled
INN05462,2,0,1,1,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75.0,0,11/19/2018,Not_Canceled
INN05463,2,0,2,1,Meal Plan 1,1,Room_Type 1,3,Online,0,0,0,81.3,1,12/27/2017,Not_Canceled
INN05464,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,96.3,1,3/24/2018,Canceled
INN05465,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Complementary,1,0,7,0.0,1,7/5/2018,Not_Canceled
INN05466,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,112.2,0,9/30/2017,Not_Canceled
INN05467,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80.0,0,10/6/2017,Not_Canceled
INN05468,2,0,2,2,Not Selected,0,Room_Type 1,186,Online,0,0,0,102.6,2,9/30/2018,Canceled
INN05469,2,0,2,1,Not Selected,0,Room_Type 1,15,Online,0,0,0,109.0,0,5/7/2018,Canceled
INN05470,2,0,1,2,Not Selected,0,Room_Type 1,57,Online,0,0,0,68.61,1,6/20/2018,Not_Canceled
INN05471,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
INN05472,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,11/20/2017,Not_Canceled
INN05473,2,0,1,1,Not Selected,0,Room_Type 1,6,Online,0,0,0,119.0,2,5/23/2018,Not_Canceled
INN05474,1,0,1,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,109.35,0,5/30/2018,Canceled
INN05475,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,82.45,0,3/28/2018,Not_Canceled
INN05476,2,0,1,4,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,129.6,1,9/12/2018,Not_Canceled
INN05477,2,0,2,3,Meal Plan 2,0,Room_Type 1,46,Offline,0,0,0,103.0,0,3/4/2018,Not_Canceled
INN05478,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,Offline,0,0,0,60.0,0,11/1/2017,Not_Canceled
INN05479,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,62.0,0,11/17/2017,Not_Canceled
INN05480,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0.0,0,11/16/2017,Not_Canceled
INN05481,2,0,0,2,Not Selected,0,Room_Type 1,96,Online,0,0,0,79.2,2,11/25/2018,Canceled
INN05482,2,0,1,3,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,104.63,2,10/29/2017,Not_Canceled
INN05483,2,0,0,1,Meal Plan 1,1,Room_Type 1,46,Online,0,0,0,102.6,1,12/10/2018,Not_Canceled
INN05484,2,0,1,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,113.05,1,5/12/2018,Canceled
INN05485,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,85.0,0,11/12/2017,Not_Canceled
INN05486,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,Online,0,0,0,70.0,0,10/29/2018,Canceled
INN05487,3,0,0,2,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,137.7,0,8/25/2018,Not_Canceled
INN05488,2,2,1,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,165.0,0,3/21/2018,Not_Canceled
INN05489,2,0,2,4,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,156.0,1,6/16/2018,Canceled
