Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN23588,3,0,0,1,Meal Plan 1,0,Room_Type 1,55,Offline,0,0,0,127.82,1,3/31/2018,Not_Canceled
INN23589,2,0,2,1,Not Selected,0,Room_Type 1,22,Online,0,0,0,139.0,1,8/21/2018,Not_Canceled
INN23590,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,152.1,2,7/9/2018,Not_Canceled
INN23591,2,0,1,3,Not Selected,0,Room_Type 1,7,Online,0,0,0,109.0,1,3/28/2018,Canceled
INN23592,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,10/30/2018,Canceled
INN23593,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,90.0,0,11/4/2018,Canceled
INN23594,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,0.0,0,10/15/2017,Not_Canceled
INN23595,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,1,5/17/2018,Not_Canceled
INN23596,2,0,2,3,Meal Plan 1,0,Room_Type 1,188,Online,0,0,0,90.95,0,8/26/2018,Canceled
INN23597,2,1,0,4,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,111.0,2,2/23/2018,Not_Canceled
INN23598,3,0,1,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,163.67,1,4/1/2018,Not_Canceled
INN23599,1,0,0,1,Not Selected,0,Room_Type 1,5,Online,1,0,1,149.0,1,9/7/2018,Not_Canceled
INN23600,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,89.0,0,3/21/2018,Not_Canceled
INN23601,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,65.0,0,5/4/2018,Not_Canceled
INN23602,2,0,2,2,Meal Plan 1,0,Room_Type 4,132,Online,0,0,0,113.05,1,5/13/2018,Not_Canceled
