Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN16332,1,0,0,2,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,100.8,1,6/22/2018,Canceled
INN16333,3,0,0,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,162.0,2,7/20/2018,Not_Canceled
INN16334,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,120.0,0,6/2/2018,Canceled
INN16335,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,7/6/2018,Canceled
INN16336,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,10/23/2018,Canceled
INN16337,3,0,2,2,Meal Plan 1,0,Room_Type 4,80,Online,0,0,0,151.2,0,10/21/2018,Not_Canceled
INN16338,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,7/30/2018,Canceled
INN16339,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,0,0,0,53.38,1,3/24/2018,Not_Canceled
INN16340,2,0,0,4,Meal Plan 1,0,Room_Type 4,106,Offline,0,0,0,62.0,0,1/5/2018,Not_Canceled
INN16341,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,10/16/2017,Not_Canceled
INN16342,2,0,0,5,Meal Plan 1,0,Room_Type 1,107,Online,0,0,0,107.1,0,8/2/2018,Canceled
INN16343,2,0,1,0,Meal Plan 1,0,Room_Type 5,0,Corporate,1,0,1,135.0,0,3/21/2018,Not_Canceled
INN16344,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0,0,0.0,1,6/16/2018,Not_Canceled
INN16345,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,79.31,1,5/9/2018,Not_Canceled
INN16346,2,0,2,0,Not Selected,0,Room_Type 1,11,Online,0,0,0,135.0,2,10/2/2018,Not_Canceled
INN16347,2,0,2,2,Not Selected,0,Room_Type 1,31,Online,0,0,0,57.59,1,11/25/2018,Not_Canceled
INN16348,1,0,0,2,Meal Plan 1,0,Room_Type 1,65,Offline,0,0,0,100.0,0,10/2/2017,Not_Canceled
INN16349,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,8/18/2018,Canceled
INN16350,2,0,2,1,Not Selected,0,Room_Type 1,173,Online,0,0,0,98.1,1,10/1/2018,Not_Canceled
INN16351,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,8/18/2018,Canceled
INN16352,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,0,0,0,224.67,0,9/23/2017,Canceled
INN16353,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,9/28/2018,Not_Canceled
INN16354,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,68.76,1,11/27/2018,Not_Canceled
INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,Online,0,0,0,96.78,1,10/2/2018,Not_Canceled
INN16356,2,0,1,4,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,99.45,1,5/4/2018,Not_Canceled
INN16357,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,104.55,1,11/10/2017,Canceled
INN16358,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,10/15/2017,Not_Canceled
INN16359,1,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,60.0,0,10/12/2017,Not_Canceled
INN16360,2,0,1,1,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,96.3,0,4/18/2018,Canceled
INN16361,2,0,0,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,166.0,1,8/10/2018,Canceled
INN16362,2,1,0,4,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,100.73,0,12/20/2018,Not_Canceled
INN16363,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,123.62,1,9/22/2018,Not_Canceled
INN16364,2,0,2,0,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,96.3,0,10/18/2017,Not_Canceled
INN16365,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,Offline,0,0,0,89.14,1,9/5/2018,Not_Canceled
INN16366,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105.0,0,9/24/2017,Not_Canceled
INN16367,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,129.0,0,5/12/2018,Not_Canceled
INN16368,2,0,0,2,Not Selected,1,Room_Type 1,187,Online,0,0,0,94.5,1,7/22/2018,Canceled
INN16369,2,0,1,2,Meal Plan 1,0,Room_Type 1,219,Online,0,0,0,69.33,0,8/12/2018,Canceled
INN16370,2,0,1,2,Meal Plan 1,0,Room_Type 1,82,Online,0,0,0,72.25,2,11/2/2017,Not_Canceled
INN16371,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,0,109.0,0,5/19/2018,Not_Canceled
INN16372,0,2,0,3,Meal Plan 1,0,Room_Type 2,230,Online,0,0,0,86.5,1,7/26/2018,Canceled
INN16373,2,0,1,0,Not Selected,0,Room_Type 1,31,Online,0,0,0,94.5,0,4/24/2018,Canceled
INN16374,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,96.3,0,10/24/2017,Not_Canceled
INN16375,2,0,2,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,121.5,0,3/19/2018,Not_Canceled
INN16376,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,0.0,2,8/26/2017,Not_Canceled
INN16377,2,0,2,5,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,91.2,2,11/19/2018,Not_Canceled
INN16378,2,0,0,1,Not Selected,0,Room_Type 1,60,Online,0,0,0,88.0,1,11/11/2018,Not_Canceled
INN16379,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,80.0,0,4/4/2018,Canceled
INN16380,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,6/20/2018,Canceled
INN16381,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Complementary,1,2,1,0.0,0,3/3/2018,Not_Canceled
INN16382,2,0,2,1,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,111.8,1,10/15/2018,Not_Canceled
INN16383,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,10/23/2018,Canceled
INN16384,2,0,2,1,Not Selected,0,Room_Type 1,31,Offline,0,0,0,63.0,0,12/3/2018,Not_Canceled
INN16385,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,5/13/2018,Canceled
INN16386,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,88.4,2,12/8/2018,Not_Canceled
INN16387,2,0,2,6,Not Selected,0,Room_Type 1,11,Online,0,0,0,139.0,0,8/12/2018,Canceled
INN16388,2,0,0,3,Meal Plan 1,0,Room_Type 5,36,Offline,0,0,0,144.0,0,10/6/2018,Not_Canceled
INN16389,2,0,0,2,Not Selected,0,Room_Type 1,125,Online,0,0,0,116.1,1,6/17/2018,Not_Canceled
INN16390,2,0,1,1,Not Selected,0,Room_Type 1,34,Online,0,0,0,109.0,1,10/29/2018,Canceled
INN16391,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,6/12/2018,Canceled
INN16392,1,0,0,1,Not Selected,0,Room_Type 1,11,Online,1,0,1,94.71,1,9/20/2018,Not_Canceled
INN16393,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,5/13/2018,Canceled
INN16394,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,Offline,0,0,0,80.75,0,5/22/2018,Not_Canceled
INN16395,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,126.0,0,5/10/2018,Not_Canceled
INN16396,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,66.57,1,2/13/2018,Not_Canceled
INN16397,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,93.6,3,11/4/2018,Not_Canceled
INN16398,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,10/13/2018,Not_Canceled
INN16399,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,119.0,1,12/31/2017,Not_Canceled
INN16400,2,0,0,4,Not Selected,0,Room_Type 1,29,Online,0,0,0,73.08,0,3/2/2018,Canceled
INN16401,1,0,0,4,Meal Plan 1,0,Room_Type 1,13,Corporate,1,2,14,65.0,0,12/15/2017,Not_Canceled
INN16402,2,0,1,3,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,83.93,1,3/14/2018,Not_Canceled
INN16403,2,0,1,3,Not Selected,0,Room_Type 1,104,Online,0,0,0,72.25,1,4/18/2018,Canceled
INN16404,2,0,0,3,Meal Plan 1,0,Room_Type 1,108,Online,0,0,0,87.3,2,3/30/2018,Canceled
INN16405,2,0,2,1,Meal Plan 1,0,Room_Type 2,54,Offline,0,0,0,95.0,1,10/29/2018,Not_Canceled
INN16406,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,95.0,0,9/22/2018,Canceled
INN16407,2,0,1,2,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,115.5,2,9/5/2018,Not_Canceled
INN16408,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,90.1,2,12/18/2018,Not_Canceled
INN16409,2,0,1,0,Not Selected,0,Room_Type 1,104,Online,0,0,0,108.0,1,10/9/2018,Canceled
INN16410,2,0,0,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,125.55,0,10/6/2018,Canceled
INN16411,2,0,1,3,Not Selected,0,Room_Type 1,169,Online,0,0,0,89.25,1,7/25/2018,Not_Canceled
INN16412,2,0,2,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,94.5,1,10/4/2017,Canceled
INN16413,2,0,0,2,Meal Plan 1,1,Room_Type 4,129,Online,0,0,0,109.8,0,8/25/2018,Not_Canceled
INN16414,1,0,1,2,Not Selected,0,Room_Type 1,122,Online,0,0,0,106.0,1,7/15/2018,Not_Canceled
INN16415,2,0,2,0,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,93.6,0,11/13/2018,Canceled
INN16416,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,75.0,0,11/23/2018,Not_Canceled
INN16417,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,65.0,0,9/21/2017,Not_Canceled
INN16418,2,0,0,3,Meal Plan 2,0,Room_Type 4,83,Online,0,0,0,174.6,0,6/7/2018,Not_Canceled
INN16419,2,0,2,3,Meal Plan 1,0,Room_Type 4,98,Online,0,0,0,144.9,0,7/8/2018,Canceled
INN16420,2,0,0,2,Meal Plan 1,1,Room_Type 1,24,Online,0,0,0,115.5,1,1/6/2018,Not_Canceled
INN16421,3,0,2,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,150.3,2,6/18/2018,Not_Canceled
INN16422,3,0,0,3,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,137.7,0,7/27/2018,Not_Canceled
INN16423,2,0,0,3,Meal Plan 1,0,Room_Type 1,308,Online,0,0,0,78.3,1,11/23/2018,Canceled
INN16424,3,0,0,2,Meal Plan 1,0,Room_Type 4,262,Online,0,0,0,146.7,2,11/4/2018,Canceled
INN16425,2,2,1,0,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,162.35,1,6/20/2018,Not_Canceled
INN16426,1,0,2,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,92.4,0,10/11/2017,Not_Canceled
INN16427,2,0,2,2,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,54.09,0,3/11/2018,Canceled
INN16428,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,105.0,0,5/16/2018,Canceled
INN16429,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,Offline,0,0,0,112.2,0,6/15/2018,Canceled
INN16430,2,0,0,1,Not Selected,0,Room_Type 1,47,Online,0,0,0,71.1,1,3/15/2018,Not_Canceled
INN16431,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,11/4/2018,Canceled
INN16432,2,0,2,3,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,73.95,2,3/17/2018,Not_Canceled
INN16433,3,0,2,3,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,152.6,2,4/14/2018,Not_Canceled
INN16434,2,0,0,2,Not Selected,0,Room_Type 1,54,Online,0,0,0,79.2,0,11/11/2018,Canceled
INN16435,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,73.15,1,11/16/2018,Not_Canceled
INN16436,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,141.0,0,5/10/2018,Canceled
INN16437,2,0,1,2,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,80.75,1,10/10/2018,Not_Canceled
INN16438,2,0,1,2,Meal Plan 1,0,Room_Type 4,50,Offline,0,0,0,60.0,0,11/13/2017,Not_Canceled
INN16439,2,0,2,5,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,90.1,1,12/6/2018,Not_Canceled
INN16440,2,1,0,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,125.1,2,5/24/2018,Not_Canceled
INN16441,1,0,1,2,Meal Plan 1,0,Room_Type 5,157,Corporate,0,0,0,106.0,0,8/1/2018,Canceled
INN16442,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,Offline,0,0,0,108.0,0,9/18/2017,Not_Canceled
INN16443,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,110.0,1,5/24/2018,Not_Canceled
INN16444,2,0,0,2,Not Selected,0,Room_Type 1,26,Online,0,0,0,77.0,1,2/5/2018,Not_Canceled
INN16445,2,1,1,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,152.1,1,12/29/2018,Not_Canceled
INN16446,1,0,0,3,Meal Plan 1,1,Room_Type 1,4,Corporate,1,0,2,69.0,1,3/15/2018,Not_Canceled
INN16447,2,2,2,1,Meal Plan 1,0,Room_Type 6,88,Online,0,0,0,207.9,1,9/24/2018,Canceled
INN16448,3,0,2,6,Meal Plan 1,0,Room_Type 1,210,Offline,0,0,0,96.9,2,8/2/2018,Not_Canceled
INN16449,2,0,0,4,Meal Plan 1,0,Room_Type 4,157,Online,0,0,0,120.7,2,7/6/2018,Canceled
INN16450,2,0,2,0,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,105.0,0,2/21/2018,Not_Canceled
INN16451,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,89.2,1,10/16/2017,Not_Canceled
INN16452,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,1,6/14/2018,Not_Canceled
INN16453,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,98.1,2,9/3/2018,Not_Canceled
INN16454,2,0,2,4,Meal Plan 1,0,Room_Type 4,76,Online,0,0,0,71.05,1,10/30/2018,Not_Canceled
INN16455,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109.0,0,10/16/2017,Not_Canceled
INN16456,1,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,79.2,0,12/6/2018,Not_Canceled
INN16457,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,6/6/2018,Not_Canceled
INN16458,2,0,2,2,Meal Plan 2,0,Room_Type 1,15,Online,0,0,0,92.94,2,11/13/2018,Not_Canceled
INN16459,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136.0,0,10/9/2017,Not_Canceled
INN16460,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,Offline,0,0,0,137.0,0,9/6/2018,Canceled
INN16461,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,11/4/2018,Canceled
INN16462,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,7/11/2017,Canceled
INN16463,2,0,0,2,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,149.4,1,9/9/2018,Canceled
INN16464,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,10/23/2018,Canceled
