Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN09076,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,163.8,1,9/23/2018,Not_Canceled
INN09077,1,0,0,1,Meal Plan 2,0,Room_Type 1,62,Offline,0,0,0,75.0,0,9/21/2018,Not_Canceled
INN09078,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled
INN09079,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,5/13/2018,Canceled
INN09080,2,1,2,1,Meal Plan 1,0,Room_Type 4,127,Offline,0,0,0,94.78,2,8/27/2018,Canceled
INN09081,2,0,1,3,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,68.55,0,3/24/2018,Not_Canceled
INN09082,2,0,2,5,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,89.0,1,1/16/2018,Not_Canceled
INN09083,2,0,2,2,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,78.54,2,10/16/2017,Not_Canceled
INN09084,3,0,1,0,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,168.3,1,8/8/2018,Canceled
INN09085,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,11/1/2018,Canceled
INN09086,3,0,2,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,176.34,3,5/27/2018,Not_Canceled
INN09087,1,0,1,0,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,99.0,0,9/26/2018,Not_Canceled
INN09088,2,0,0,1,Meal Plan 1,0,Room_Type 4,51,Online,0,0,0,158.0,0,5/27/2018,Canceled
INN09089,2,0,1,3,Meal Plan 1,0,Room_Type 1,11,Offline,0,0,0,70.0,0,1/4/2018,Not_Canceled
INN09090,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,130.0,1,8/20/2018,Not_Canceled
INN09091,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,75.0,0,11/7/2018,Not_Canceled
INN09092,2,0,2,2,Not Selected,0,Room_Type 1,65,Online,0,0,0,63.58,0,11/19/2018,Not_Canceled
INN09093,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,75.0,0,4/2/2018,Not_Canceled
