Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN01816,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,115.0,1,6/15/2018,Canceled
INN01817,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Online,0,0,0,94.5,0,8/1/2017,Canceled
INN01818,1,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,127.0,0,6/28/2018,Not_Canceled
INN01819,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,Corporate,0,0,0,86.0,0,2/19/2018,Not_Canceled
INN01820,2,0,2,1,Meal Plan 1,1,Room_Type 1,49,Online,0,0,0,115.2,2,12/5/2017,Not_Canceled
INN01821,2,1,0,3,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,93.63,1,2/24/2018,Not_Canceled
INN01822,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,106.0,0,2/13/2018,Canceled
INN01823,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,119.0,1,4/12/2018,Not_Canceled
INN01824,2,0,2,4,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,121.35,1,9/1/2018,Not_Canceled
INN01825,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,0,0,0,67.0,0,12/30/2017,Not_Canceled
INN01826,2,0,2,5,Not Selected,0,Room_Type 1,11,Online,0,0,0,79.0,0,2/1/2018,Canceled
INN01827,3,0,0,3,Meal Plan 1,0,Room_Type 4,158,Online,0,0,0,146.7,2,7/7/2018,Canceled
INN01828,2,1,0,1,Meal Plan 2,0,Room_Type 1,32,Online,0,0,0,165.15,0,4/27/2018,Not_Canceled
INN01829,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,135.9,1,9/15/2018,Canceled
INN01830,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,95.0,0,11/26/2018,Not_Canceled
INN01831,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,95.0,1,9/19/2018,Not_Canceled
INN01832,1,0,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,97.02,1,5/29/2018,Not_Canceled
INN01833,3,0,0,1,Meal Plan 1,1,Room_Type 4,59,Online,0,0,0,139.5,1,9/7/2018,Not_Canceled
INN01834,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,80.0,0,4/4/2018,Canceled
INN01835,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108.0,0,9/30/2017,Not_Canceled
INN01836,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,1,10/1/2018,Canceled
INN01837,2,0,0,2,Not Selected,0,Room_Type 1,72,Online,0,0,0,79.2,1,11/18/2018,Canceled
INN01838,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,90.4,0,11/1/2017,Not_Canceled
INN01839,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,Online,0,0,0,115.0,0,6/15/2018,Canceled
INN01840,2,0,2,1,Meal Plan 1,0,Room_Type 2,54,Offline,0,0,0,95.0,1,10/29/2018,Not_Canceled
INN01841,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,100.0,0,10/15/2017,Not_Canceled
