Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,date of reservation,booking status
INN07261,3,0,1,2,Meal Plan 1,0,Room_Type 4,169,Online,0,0,0,137.7,1,8/12/2018,Canceled
INN07262,1,0,1,2,Meal Plan 1,0,Room_Type 4,3,Aviation,0,0,0,110.0,0,10/7/2018,Canceled
INN07263,2,0,2,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,149.4,2,8/19/2018,Not_Canceled
INN07264,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,81.0,0,2/19/2018,Not_Canceled
INN07265,2,0,0,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,166.0,0,8/4/2018,Canceled
INN07266,2,0,0,1,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,115.04,2,9/21/2018,Not_Canceled
INN07267,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,66.42,0,8/2/2018,Not_Canceled
INN07268,2,0,2,1,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,80.0,0,4/16/2018,Not_Canceled
INN07269,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,91.0,0,2/13/2018,Canceled
INN07270,1,0,0,3,Meal Plan 1,0,Room_Type 1,238,Offline,0,0,0,80.0,0,10/13/2018,Not_Canceled
INN07271,1,0,0,1,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,99.9,0,7/30/2018,Canceled
INN07272,3,0,2,0,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,168.3,0,8/7/2018,Not_Canceled
INN07273,2,0,2,2,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,68.0,0,11/19/2018,Not_Canceled
INN07274,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,120.0,0,10/11/2018,Canceled
INN07275,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107.0,0,9/26/2018,Canceled
INN07276,2,0,2,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,103.95,1,7/30/2018,Canceled
INN07277,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled
INN07278,3,0,1,2,Meal Plan 1,1,Room_Type 4,125,Online,0,0,0,155.7,0,8/12/2018,Not_Canceled
INN07279,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108.0,0,9/30/2017,Not_Canceled
INN07280,2,0,1,1,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,127.5,1,10/31/2018,Not_Canceled
INN07281,2,2,1,3,Meal Plan 1,1,Room_Type 6,148,Online,0,0,0,182.83,1,8/15/2018,Not_Canceled
INN07282,2,0,0,3,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,80.75,0,5/12/2018,Not_Canceled
INN07283,2,0,0,2,Not Selected,0,Room_Type 1,64,Offline,0,0,0,63.75,0,7/12/2018,Not_Canceled
INN07284,1,0,0,1,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,84.6,2,12/14/2018,Not_Canceled
INN07285,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,7/1/2017,Canceled
INN07286,1,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,102.6,0,10/13/2018,Canceled
INN07287,1,0,0,2,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,76.5,1,3/31/2018,Not_Canceled
INN07288,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,76.5,1,7/4/2017,Canceled
INN07289,2,1,0,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,126.0,1,9/1/2018,Canceled
INN07290,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,70.0,0,10/7/2017,Not_Canceled
INN07291,2,0,2,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,91.29,0,4/15/2018,Not_Canceled
INN07292,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,Online,0,0,0,94.5,0,8/29/2017,Canceled
INN07293,2,0,0,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,147.6,2,9/28/2018,Not_Canceled
INN07294,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,6/9/2018,Not_Canceled
INN07295,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,117.9,0,6/8/2018,Canceled
INN07296,2,0,1,1,Not Selected,0,Room_Type 1,205,Online,0,0,0,98.1,0,10/8/2018,Canceled
INN07297,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,107.42,2,8/30/2018,Not_Canceled
INN07298,2,1,2,2,Meal Plan 1,0,Room_Type 4,11,Offline,0,0,0,156.8,3,6/26/2018,Not_Canceled
INN07299,2,1,2,2,Meal Plan 2,0,Room_Type 1,29,Online,0,0,0,162.01,0,5/6/2018,Canceled
INN07300,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,2,24,65.0,1,3/9/2018,Not_Canceled
INN07301,1,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,120.0,1,10/16/2018,Not_Canceled
INN07302,1,0,2,0,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,115.2,0,9/20/2017,Not_Canceled
INN07303,2,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,89.0,0,3/23/2018,Canceled
INN07304,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,9/18/2017,Not_Canceled
INN07305,2,1,1,2,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,100.0,1,10/28/2018,Not_Canceled
INN07306,2,0,1,2,Not Selected,0,Room_Type 1,150,Online,0,0,0,79.2,0,12/2/2018,Canceled
INN07307,2,0,1,2,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,126.9,0,6/10/2018,Canceled
